Site Name,UMD-N-Division,UMD-N-Division
2022-09-02 22:30,3,0
2022-09-02 22:45,1,0
2022-09-02 23:00,2,1
2022-09-02 23:15,1,1
2022-09-02 23:30,0,0
2022-09-02 23:45,3,0
2022-09-03 00:00,0,0
2022-09-03 00:15,0,0
2022-09-03 00:30,0,0
2022-09-03 00:45,2,0
2022-09-03 01:00,1,0
2022-09-03 01:15,0,0
2022-09-03 01:30,1,0
2022-09-03 01:45,0,0
2022-09-03 02:00,0,0
2022-09-03 02:15,2,0
2022-09-03 02:30,0,0
2022-09-03 02:45,0,0
2022-09-03 03:00,0,1
2022-09-03 03:15,0,0
2022-09-03 03:30,0,0
2022-09-03 03:45,0,0
2022-09-03 04:00,0,0
2022-09-03 04:15,0,0
2022-09-03 04:30,0,0
2022-09-03 04:45,0,0
2022-09-03 05:00,0,0
2022-09-03 05:15,0,0
2022-09-03 05:30,0,0
2022-09-03 05:45,0,0
2022-09-03 06:00,1,0
2022-09-03 06:15,0,0
2022-09-03 06:30,0,0
2022-09-03 06:45,0,0
2022-09-03 07:00,1,0
2022-09-03 07:15,1,0
2022-09-03 07:30,1,1
2022-09-03 07:45,0,3
2022-09-03 08:00,1,0
2022-09-03 08:15,8,1
2022-09-03 08:30,6,1
2022-09-03 08:45,3,1
2022-09-03 09:00,6,2
2022-09-03 09:15,5,3
2022-09-03 09:30,3,0
2022-09-03 09:45,10,0
2022-09-03 10:00,5,3
2022-09-03 10:15,3,2
2022-09-03 10:30,3,0
2022-09-03 10:45,2,0
2022-09-03 11:00,1,3
2022-09-03 11:15,6,5
2022-09-03 11:30,7,2
2022-09-03 11:45,7,3
2022-09-03 12:00,4,0
2022-09-03 12:15,1,3
2022-09-03 12:30,2,0
2022-09-03 12:45,5,1
2022-09-03 13:00,0,2
2022-09-03 13:15,4,2
2022-09-03 13:30,2,0
2022-09-03 13:45,4,1
2022-09-03 14:00,3,1
2022-09-03 14:15,3,0
2022-09-03 14:30,2,1
2022-09-03 14:45,7,1
2022-09-03 15:00,4,1
2022-09-03 15:15,6,0
2022-09-03 15:30,5,4
2022-09-03 15:45,7,1
2022-09-03 16:00,9,1
2022-09-03 16:15,5,0
2022-09-03 16:30,2,0
2022-09-03 16:45,5,0
2022-09-03 17:00,5,3
2022-09-03 17:15,3,0
2022-09-03 17:30,0,0
2022-09-03 17:45,6,1
2022-09-03 18:00,2,1
2022-09-03 18:15,4,0
2022-09-03 18:30,2,0
2022-09-03 18:45,9,2
2022-09-03 19:00,3,1
2022-09-03 19:15,0,2
2022-09-03 19:30,2,0
2022-09-03 19:45,1,1
2022-09-03 20:00,2,0
2022-09-03 20:15,0,0
2022-09-03 20:30,1,0
2022-09-03 20:45,1,2
2022-09-03 21:00,4,0
2022-09-03 21:15,1,0
2022-09-03 21:30,0,0
2022-09-03 21:45,2,4
2022-09-03 22:00,2,0
2022-09-03 22:15,2,0
2022-09-03 22:30,3,0
2022-09-03 22:45,0,1
2022-09-03 23:00,3,0
2022-09-03 23:15,2,0
2022-09-03 23:30,3,0
2022-09-03 23:45,4,0
2022-09-04 00:00,0,0
2022-09-04 00:15,1,0
2022-09-04 00:30,0,0
2022-09-04 00:45,1,0
2022-09-04 01:00,0,0
2022-09-04 01:15,0,1
2022-09-04 01:30,0,0
2022-09-04 01:45,0,0
2022-09-04 02:00,1,0
2022-09-04 02:15,0,0
2022-09-04 02:30,0,0
2022-09-04 02:45,1,0
2022-09-04 03:00,0,0
2022-09-04 03:15,0,0
2022-09-04 03:30,0,0
2022-09-04 03:45,0,0
2022-09-04 04:00,0,0
2022-09-04 04:15,0,0
2022-09-04 04:30,0,0
2022-09-04 04:45,0,0
2022-09-04 05:00,0,0
2022-09-04 05:15,0,0
2022-09-04 05:30,0,0
2022-09-04 05:45,0,0
2022-09-04 06:00,0,0
2022-09-04 06:15,0,0
2022-09-04 06:30,0,0
2022-09-04 06:45,1,1
2022-09-04 07:00,0,0
2022-09-04 07:15,3,0
2022-09-04 07:30,2,3
2022-09-04 07:45,0,0
2022-09-04 08:00,0,0
2022-09-04 08:15,0,0
2022-09-04 08:30,3,0
2022-09-04 08:45,0,0
2022-09-04 09:00,2,0
2022-09-04 09:15,2,1
2022-09-04 09:30,2,1
2022-09-04 09:45,1,2
2022-09-04 10:00,1,1
2022-09-04 10:15,0,0
2022-09-04 10:30,6,1
2022-09-04 10:45,2,1
2022-09-04 11:00,1,0
2022-09-04 11:15,1,0
2022-09-04 11:30,3,0
2022-09-04 11:45,1,1
2022-09-04 12:00,2,2
2022-09-04 12:15,2,0
2022-09-04 12:30,1,0
2022-09-04 12:45,0,1
2022-09-04 13:00,0,1
2022-09-04 13:15,2,0
2022-09-04 13:30,5,0
2022-09-04 13:45,0,1
2022-09-04 14:00,2,2
2022-09-04 14:15,2,0
2022-09-04 14:30,2,1
2022-09-04 14:45,2,0
2022-09-04 15:00,4,0
2022-09-04 15:15,0,0
2022-09-04 15:30,1,0
2022-09-04 15:45,2,0
2022-09-04 16:00,1,2
2022-09-04 16:15,1,0
2022-09-04 16:30,6,3
2022-09-04 16:45,3,0
2022-09-04 17:00,4,2
2022-09-04 17:15,1,1
2022-09-04 17:30,2,0
2022-09-04 17:45,2,0
2022-09-04 18:00,2,0
2022-09-04 18:15,3,0
2022-09-04 18:30,1,2
2022-09-04 18:45,3,0
2022-09-04 19:00,1,0
2022-09-04 19:15,3,0
2022-09-04 19:30,2,0
2022-09-04 19:45,0,1
2022-09-04 20:00,5,1
2022-09-04 20:15,1,0
2022-09-04 20:30,2,0
2022-09-04 20:45,1,1
2022-09-04 21:00,0,1
2022-09-04 21:15,2,0
2022-09-04 21:30,0,1
2022-09-04 21:45,0,1
2022-09-04 22:00,0,1
2022-09-04 22:15,4,0
2022-09-04 22:30,1,1
2022-09-04 22:45,1,0
2022-09-04 23:00,0,0
2022-09-04 23:15,1,0
2022-09-04 23:30,0,0
2022-09-04 23:45,0,0
2022-09-05 00:00,0,0
2022-09-05 00:15,0,0
2022-09-05 00:30,1,0
2022-09-05 00:45,0,0
2022-09-05 01:00,0,0
2022-09-05 01:15,0,0
2022-09-05 01:30,2,0
2022-09-05 01:45,0,0
2022-09-05 02:00,1,0
2022-09-05 02:15,1,0
2022-09-05 02:30,0,0
2022-09-05 02:45,0,0
2022-09-05 03:00,0,0
2022-09-05 03:15,0,0
2022-09-05 03:30,0,0
2022-09-05 03:45,0,0
2022-09-05 04:00,0,0
2022-09-05 04:15,0,0
2022-09-05 04:30,0,0
2022-09-05 04:45,0,0
2022-09-05 05:00,0,0
2022-09-05 05:15,0,0
2022-09-05 05:30,1,0
2022-09-05 05:45,1,0
2022-09-05 06:00,0,0
2022-09-05 06:15,0,0
2022-09-05 06:30,0,0
2022-09-05 06:45,1,0
2022-09-05 07:00,0,0
2022-09-05 07:15,1,0
2022-09-05 07:30,0,0
2022-09-05 07:45,2,3
2022-09-05 08:00,1,1
2022-09-05 08:15,2,0
2022-09-05 08:30,0,0
2022-09-05 08:45,0,0
2022-09-05 09:00,0,1
2022-09-05 09:15,7,1
2022-09-05 09:30,0,0
2022-09-05 09:45,3,1
2022-09-05 10:00,1,0
2022-09-05 10:15,2,0
2022-09-05 10:30,2,0
2022-09-05 10:45,0,0
2022-09-05 11:00,5,0
2022-09-05 11:15,1,0
2022-09-05 11:30,10,0
2022-09-05 11:45,0,0
2022-09-05 12:00,1,0
2022-09-05 12:15,3,2
2022-09-05 12:30,1,1
2022-09-05 12:45,0,0
2022-09-05 13:00,4,0
2022-09-05 13:15,0,1
2022-09-05 13:30,3,0
2022-09-05 13:45,4,0
2022-09-05 14:00,1,0
2022-09-05 14:15,3,0
2022-09-05 14:30,7,2
2022-09-05 14:45,2,0
2022-09-05 15:00,0,1
2022-09-05 15:15,5,0
2022-09-05 15:30,2,0
2022-09-05 15:45,7,1
2022-09-05 16:00,1,0
2022-09-05 16:15,3,0
2022-09-05 16:30,0,0
2022-09-05 16:45,3,1
2022-09-05 17:00,4,0
2022-09-05 17:15,5,0
2022-09-05 17:30,7,0
2022-09-05 17:45,4,2
2022-09-05 18:00,4,0
2022-09-05 18:15,3,1
2022-09-05 18:30,0,1
2022-09-05 18:45,1,2
2022-09-05 19:00,1,0
2022-09-05 19:15,2,1
2022-09-05 19:30,2,1
2022-09-05 19:45,0,0
2022-09-05 20:00,0,0
2022-09-05 20:15,1,0
2022-09-05 20:30,0,1
2022-09-05 20:45,1,0
2022-09-05 21:00,1,0
2022-09-05 21:15,0,1
2022-09-05 21:30,0,0
2022-09-05 21:45,2,1
2022-09-05 22:00,0,0
2022-09-05 22:15,0,0
2022-09-05 22:30,0,0
2022-09-05 22:45,1,0
2022-09-05 23:00,0,0
2022-09-05 23:15,0,1
2022-09-05 23:30,0,0
2022-09-05 23:45,0,0
2022-09-06 00:00,0,1
2022-09-06 00:15,0,0
2022-09-06 00:30,1,1
2022-09-06 00:45,0,0
2022-09-06 01:00,1,0
2022-09-06 01:15,0,0
2022-09-06 01:30,0,0
2022-09-06 01:45,0,0
2022-09-06 02:00,0,0
2022-09-06 02:15,0,0
2022-09-06 02:30,0,0
2022-09-06 02:45,0,0
2022-09-06 03:00,0,0
2022-09-06 03:15,0,0
2022-09-06 03:30,0,0
2022-09-06 03:45,0,0
2022-09-06 04:00,0,0
2022-09-06 04:15,0,0
2022-09-06 04:30,0,0
2022-09-06 04:45,0,0
2022-09-06 05:00,0,0
2022-09-06 05:15,0,0
2022-09-06 05:30,1,0
2022-09-06 05:45,1,0
2022-09-06 06:00,0,0
2022-09-06 06:15,0,0
2022-09-06 06:30,0,0
2022-09-06 06:45,0,1
2022-09-06 07:00,3,1
2022-09-06 07:15,4,1
2022-09-06 07:30,4,2
2022-09-06 07:45,11,2
2022-09-06 08:00,2,0
2022-09-06 08:15,3,4
2022-09-06 08:30,0,2
2022-09-06 08:45,5,1
2022-09-06 09:00,2,2
2022-09-06 09:15,1,0
2022-09-06 09:30,1,1
2022-09-06 09:45,4,2
2022-09-06 10:00,7,1
2022-09-06 10:15,1,0
2022-09-06 10:30,2,3
2022-09-06 10:45,4,2
2022-09-06 11:00,4,1
2022-09-06 11:15,2,2
2022-09-06 11:30,4,1
2022-09-06 11:45,5,1
2022-09-06 12:00,1,1
2022-09-06 12:15,3,2
2022-09-06 12:30,2,2
2022-09-06 12:45,2,3
2022-09-06 13:00,2,1
2022-09-06 13:15,6,3
2022-09-06 13:30,3,0
2022-09-06 13:45,6,2
2022-09-06 14:00,1,0
2022-09-06 14:15,3,5
2022-09-06 14:30,7,0
2022-09-06 14:45,2,4
2022-09-06 15:00,2,6
2022-09-06 15:15,5,1
2022-09-06 15:30,2,2
2022-09-06 15:45,4,3
2022-09-06 16:00,7,1
2022-09-06 16:15,6,3
2022-09-06 16:30,5,0
2022-09-06 16:45,2,3
2022-09-06 17:00,12,4
2022-09-06 17:15,7,4
2022-09-06 17:30,10,1
2022-09-06 17:45,8,2
2022-09-06 18:00,3,3
2022-09-06 18:15,8,0
2022-09-06 18:30,3,1
2022-09-06 18:45,5,2
2022-09-06 19:00,1,0
2022-09-06 19:15,3,2
2022-09-06 19:30,2,1
2022-09-06 19:45,6,0
2022-09-06 20:00,4,1
2022-09-06 20:15,4,1
2022-09-06 20:30,5,1
2022-09-06 20:45,3,1
2022-09-06 21:00,2,0
2022-09-06 21:15,1,0
2022-09-06 21:30,2,0
2022-09-06 21:45,2,0
2022-09-06 22:00,0,1
2022-09-06 22:15,1,0
2022-09-06 22:30,1,1
2022-09-06 22:45,2,0
2022-09-06 23:00,0,0
2022-09-06 23:15,1,0
2022-09-06 23:30,1,0
2022-09-06 23:45,2,0
2022-09-07 00:00,0,0
2022-09-07 00:15,0,0
2022-09-07 00:30,0,0
2022-09-07 00:45,0,0
2022-09-07 01:00,0,0
2022-09-07 01:15,0,0
2022-09-07 01:30,1,0
2022-09-07 01:45,0,0
2022-09-07 02:00,0,0
2022-09-07 02:15,0,0
2022-09-07 02:30,0,0
2022-09-07 02:45,0,0
2022-09-07 03:00,0,0
2022-09-07 03:15,0,0
2022-09-07 03:30,0,0
2022-09-07 03:45,0,0
2022-09-07 04:00,0,0
2022-09-07 04:15,0,0
2022-09-07 04:30,0,0
2022-09-07 04:45,0,0
2022-09-07 05:00,0,0
2022-09-07 05:15,0,0
2022-09-07 05:30,2,0
2022-09-07 05:45,1,0
2022-09-07 06:00,0,0
2022-09-07 06:15,0,0
2022-09-07 06:30,2,0
2022-09-07 06:45,1,0
2022-09-07 07:00,0,0
2022-09-07 07:15,3,1
2022-09-07 07:30,3,0
2022-09-07 07:45,5,1
2022-09-07 08:00,5,3
2022-09-07 08:15,0,2
2022-09-07 08:30,2,2
2022-09-07 08:45,2,0
2022-09-07 09:00,3,0
2022-09-07 09:15,3,0
2022-09-07 09:30,2,3
2022-09-07 09:45,3,4
2022-09-07 10:00,2,6
2022-09-07 10:15,1,3
2022-09-07 10:30,1,1
2022-09-07 10:45,5,3
2022-09-07 11:00,1,1
2022-09-07 11:15,1,2
2022-09-07 11:30,6,1
2022-09-07 11:45,2,0
2022-09-07 12:00,4,0
2022-09-07 12:15,4,1
2022-09-07 12:30,5,4
2022-09-07 12:45,4,4
2022-09-07 13:00,7,2
2022-09-07 13:15,3,4
2022-09-07 13:30,1,1
2022-09-07 13:45,4,1
2022-09-07 14:00,0,1
2022-09-07 14:15,1,0
2022-09-07 14:30,7,2
2022-09-07 14:45,1,2
2022-09-07 15:00,5,0
2022-09-07 15:15,5,1
2022-09-07 15:30,3,3
2022-09-07 15:45,3,1
2022-09-07 16:00,8,2
2022-09-07 16:15,3,1
2022-09-07 16:30,4,3
2022-09-07 16:45,6,1
2022-09-07 17:00,5,3
2022-09-07 17:15,19,1
2022-09-07 17:30,7,7
2022-09-07 17:45,5,5
2022-09-07 18:00,10,1
2022-09-07 18:15,3,0
2022-09-07 18:30,4,0
2022-09-07 18:45,5,0
2022-09-07 19:00,3,5
2022-09-07 19:15,7,0
2022-09-07 19:30,3,2
2022-09-07 19:45,6,1
2022-09-07 20:00,3,1
2022-09-07 20:15,13,3
2022-09-07 20:30,3,0
2022-09-07 20:45,4,2
2022-09-07 21:00,2,0
2022-09-07 21:15,4,0
2022-09-07 21:30,2,0
2022-09-07 21:45,0,0
2022-09-07 22:00,2,2
2022-09-07 22:15,0,0
2022-09-07 22:30,0,1
2022-09-07 22:45,1,0
2022-09-07 23:00,2,1
2022-09-07 23:15,1,0
2022-09-07 23:30,2,0
2022-09-07 23:45,2,1
2022-09-08 00:00,2,0
2022-09-08 00:15,0,0
2022-09-08 00:30,0,0
2022-09-08 00:45,3,0
2022-09-08 01:00,0,0
2022-09-08 01:15,0,0
2022-09-08 01:30,0,0
2022-09-08 01:45,0,0
2022-09-08 02:00,0,0
2022-09-08 02:15,0,0
2022-09-08 02:30,0,0
2022-09-08 02:45,0,0
2022-09-08 03:00,0,0
2022-09-08 03:15,0,0
2022-09-08 03:30,1,0
2022-09-08 03:45,0,0
2022-09-08 04:00,0,0
2022-09-08 04:15,0,0
2022-09-08 04:30,0,0
2022-09-08 04:45,0,0
2022-09-08 05:00,1,0
2022-09-08 05:15,0,0
2022-09-08 05:30,0,0
2022-09-08 05:45,1,0
2022-09-08 06:00,0,0
2022-09-08 06:15,0,0
2022-09-08 06:30,2,0
2022-09-08 06:45,1,1
2022-09-08 07:00,1,0
2022-09-08 07:15,1,1
2022-09-08 07:30,6,1
2022-09-08 07:45,3,2
2022-09-08 08:00,3,3
2022-09-08 08:15,0,2
2022-09-08 08:30,2,1
2022-09-08 08:45,4,1
2022-09-08 09:00,1,1
2022-09-08 09:15,1,1
2022-09-08 09:30,4,2
2022-09-08 09:45,2,4
2022-09-08 10:00,4,0
2022-09-08 10:15,2,1
2022-09-08 10:30,4,1
2022-09-08 10:45,5,2
2022-09-08 11:00,3,2
2022-09-08 11:15,0,2
2022-09-08 11:30,8,0
2022-09-08 11:45,6,2
2022-09-08 12:00,6,3
2022-09-08 12:15,1,2
2022-09-08 12:30,2,1
2022-09-08 12:45,4,0
2022-09-08 13:00,1,1
2022-09-08 13:15,1,1
2022-09-08 13:30,4,0
2022-09-08 13:45,7,2
2022-09-08 14:00,0,4
2022-09-08 14:15,7,3
2022-09-08 14:30,4,3
2022-09-08 14:45,2,0
2022-09-08 15:00,4,1
2022-09-08 15:15,3,0
2022-09-08 15:30,3,0
2022-09-08 15:45,6,4
2022-09-08 16:00,7,4
2022-09-08 16:15,9,2
2022-09-08 16:30,4,2
2022-09-08 16:45,4,8
2022-09-08 17:00,5,2
2022-09-08 17:15,7,4
2022-09-08 17:30,4,0
2022-09-08 17:45,7,4
2022-09-08 18:00,11,0
2022-09-08 18:15,5,1
2022-09-08 18:30,6,1
2022-09-08 18:45,2,3
2022-09-08 19:00,6,1
2022-09-08 19:15,6,2
2022-09-08 19:30,3,0
2022-09-08 19:45,7,2
2022-09-08 20:00,1,1
2022-09-08 20:15,3,0
2022-09-08 20:30,1,0
2022-09-08 20:45,3,0
2022-09-08 21:00,0,0
2022-09-08 21:15,5,1
2022-09-08 21:30,3,1
2022-09-08 21:45,0,0
2022-09-08 22:00,1,0
2022-09-08 22:15,0,0
2022-09-08 22:30,2,1
2022-09-08 22:45,0,0
2022-09-08 23:00,1,0
2022-09-08 23:15,0,0
2022-09-08 23:30,1,0
2022-09-08 23:45,0,0
2022-09-09 00:00,0,0
2022-09-09 00:15,0,0
2022-09-09 00:30,0,0
2022-09-09 00:45,2,0
2022-09-09 01:00,2,0
2022-09-09 01:15,0,0
2022-09-09 01:30,0,0
2022-09-09 01:45,1,0
2022-09-09 02:00,1,0
2022-09-09 02:15,0,0
2022-09-09 02:30,1,0
2022-09-09 02:45,0,0
2022-09-09 03:00,0,0
2022-09-09 03:15,0,0
2022-09-09 03:30,0,0
2022-09-09 03:45,0,0
2022-09-09 04:00,0,0
2022-09-09 04:15,0,0
2022-09-09 04:30,0,0
2022-09-09 04:45,0,0
2022-09-09 05:00,0,0
2022-09-09 05:15,0,0
2022-09-09 05:30,0,0
2022-09-09 05:45,0,0
2022-09-09 06:00,0,0
2022-09-09 06:15,0,0
2022-09-09 06:30,0,0
2022-09-09 06:45,0,0
2022-09-09 07:00,2,0
2022-09-09 07:15,1,1
2022-09-09 07:30,7,1
2022-09-09 07:45,7,2
2022-09-09 08:00,3,0
2022-09-09 08:15,2,1
2022-09-09 08:30,1,2
2022-09-09 08:45,3,0
2022-09-09 09:00,2,1
2022-09-09 09:15,3,3
2022-09-09 09:30,3,2
2022-09-09 09:45,2,4
2022-09-09 10:00,1,0
2022-09-09 10:15,7,0
2022-09-09 10:30,2,3
2022-09-09 10:45,4,3
2022-09-09 11:00,3,2
2022-09-09 11:15,2,2
2022-09-09 11:30,3,3
2022-09-09 11:45,5,1
2022-09-09 12:00,9,1
2022-09-09 12:15,3,2
2022-09-09 12:30,2,1
2022-09-09 12:45,2,2
2022-09-09 13:00,5,1
2022-09-09 13:15,3,1
2022-09-09 13:30,1,0
2022-09-09 13:45,4,4
2022-09-09 14:00,6,1
2022-09-09 14:15,6,1
2022-09-09 14:30,2,2
2022-09-09 14:45,4,3
2022-09-09 15:00,4,4
2022-09-09 15:15,2,2
2022-09-09 15:30,3,2
2022-09-09 15:45,7,2
2022-09-09 16:00,1,1
2022-09-09 16:15,4,0
2022-09-09 16:30,4,2
2022-09-09 16:45,9,3
2022-09-09 17:00,11,0
2022-09-09 17:15,6,1
2022-09-09 17:30,10,0
2022-09-09 17:45,0,1
2022-09-09 18:00,8,3
2022-09-09 18:15,2,1
2022-09-09 18:30,7,3
2022-09-09 18:45,7,1
2022-09-09 19:00,2,2
2022-09-09 19:15,8,4
2022-09-09 19:30,7,1
2022-09-09 19:45,4,0
2022-09-09 20:00,4,1
2022-09-09 20:15,2,1
2022-09-09 20:30,1,0
2022-09-09 20:45,6,0
2022-09-09 21:00,1,1
2022-09-09 21:15,1,0
2022-09-09 21:30,4,0
2022-09-09 21:45,2,0
2022-09-09 22:00,0,0
2022-09-09 22:15,0,0
2022-09-09 22:30,2,1
2022-09-09 22:45,2,0
2022-09-09 23:00,2,0
2022-09-09 23:15,3,0
2022-09-09 23:30,1,0
2022-09-09 23:45,4,0
2022-09-10 00:00,0,0
2022-09-10 00:15,4,0
2022-09-10 00:30,1,0
2022-09-10 00:45,1,0
2022-09-10 01:00,0,0
2022-09-10 01:15,0,0
2022-09-10 01:30,1,0
2022-09-10 01:45,1,0
2022-09-10 02:00,1,0
2022-09-10 02:15,0,0
2022-09-10 02:30,0,0
2022-09-10 02:45,1,0
2022-09-10 03:00,0,0
2022-09-10 03:15,0,0
2022-09-10 03:30,0,0
2022-09-10 03:45,0,0
2022-09-10 04:00,0,0
2022-09-10 04:15,0,0
2022-09-10 04:30,0,0
2022-09-10 04:45,0,0
2022-09-10 05:00,0,0
2022-09-10 05:15,0,0
2022-09-10 05:30,0,0
2022-09-10 05:45,0,0
2022-09-10 06:00,2,0
2022-09-10 06:15,0,0
2022-09-10 06:30,1,0
2022-09-10 06:45,0,0
2022-09-10 07:00,0,0
2022-09-10 07:15,5,0
2022-09-10 07:30,2,0
2022-09-10 07:45,4,0
2022-09-10 08:00,4,1
2022-09-10 08:15,1,1
2022-09-10 08:30,1,3
2022-09-10 08:45,6,2
2022-09-10 09:00,1,3
2022-09-10 09:15,2,5
2022-09-10 09:30,0,1
2022-09-10 09:45,8,1
2022-09-10 10:00,4,1
2022-09-10 10:15,3,1
2022-09-10 10:30,5,1
2022-09-10 10:45,4,0
2022-09-10 11:00,5,1
2022-09-10 11:15,0,1
2022-09-10 11:30,7,1
2022-09-10 11:45,5,0
2022-09-10 12:00,2,1
2022-09-10 12:15,2,0
2022-09-10 12:30,5,1
2022-09-10 12:45,5,1
2022-09-10 13:00,7,1
2022-09-10 13:15,3,0
2022-09-10 13:30,12,0
2022-09-10 13:45,1,1
2022-09-10 14:00,2,1
2022-09-10 14:15,3,2
2022-09-10 14:30,3,1
2022-09-10 14:45,4,1
2022-09-10 15:00,6,0
2022-09-10 15:15,0,0
2022-09-10 15:30,2,1
2022-09-10 15:45,9,0
2022-09-10 16:00,5,0
2022-09-10 16:15,4,1
2022-09-10 16:30,5,1
2022-09-10 16:45,1,6
2022-09-10 17:00,4,3
2022-09-10 17:15,1,0
2022-09-10 17:30,0,4
2022-09-10 17:45,1,0
2022-09-10 18:00,4,0
2022-09-10 18:15,1,2
2022-09-10 18:30,2,1
2022-09-10 18:45,3,3
2022-09-10 19:00,3,1
2022-09-10 19:15,4,0
2022-09-10 19:30,2,0
2022-09-10 19:45,0,0
2022-09-10 20:00,1,1
2022-09-10 20:15,0,0
2022-09-10 20:30,1,1
2022-09-10 20:45,1,0
2022-09-10 21:00,3,0
2022-09-10 21:15,2,1
2022-09-10 21:30,1,0
2022-09-10 21:45,2,0
2022-09-10 22:00,0,0
2022-09-10 22:15,2,0
2022-09-10 22:30,3,0
2022-09-10 22:45,3,1
